text_a	text_b	score
古人管眼睛叫目。	可惜现时大部分曲谱已失传，而且因语音变化相当大，古人亦无录音设备，才使今人难以把这些词曲咏唱出来。	0.0
她马上傲慢地环视了一下会场。	车没坏，殿下	0.0
他有的是力气。	潘神被罗马人等同于罗马宗教中的自然之神法乌努斯（Faunu）或者西尔瓦努斯（Silvānus）。	0.0
那么好的人你怎么看不上他。	他们在伊鲁伯挖掘到家传宝钻（Arkenstone），并逐渐回复实力和财富。	0.0
人人都看见了。	同一时期，初中就已是明星球员的流川枫，也加入湘北高中篮球队，原属意要出国打球，但在安西教练引导下决定要先成为国内顶尖的篮球手。	0.0
我们没有把你搁在外头。	除了四项大满贯系列赛与奥运会金牌外，还经常有人会擅自为大满贯增加或改变条件，来赞誉某选手的成就，例如男子单打生涯大满贯得主罗杰·费德勒，因为没有奥运会男子单打金牌，不能称为生涯金满贯，但他另有奥运会男子双打金牌，有人便以此生造了混合金满贯一词；	0.0
想走就走呗，又不是没你不行。	黑色至白蜡色的埃及猫都不会参展，但会用以配种。	0.0
小心别看坏眼睛。	小心把眼睛看坏了。	1.0
这两个问题不同。	这两个问题不一样。	1.0
没有喝完的半杯水。	诸葛恪于是譔写论谕对各大臣说：天下没有两个太阳，地上也没有两个皇帝。	0.0
过一天乐呵一天。	开开心心过每一天。	1.0
他一点苹果没吃。	第1至6座于1975年6月1日启用，第2、3及5座的升降机可直达大部份层数，第1座只有十层、第4座只有七层、而第6座只有九层及与第七座相连，故不设升降机。	0.0
他没看电影。	受电影影响，曹达华与石坚在香港文化中一直分别代表著好人（正）与坏人（邪），而曹达华亦一直都成为了警察、探长的代表。	0.0
她坚决不去，除非你陪她去。	只有你陪她去，否则她坚决不去。	1.0
人人我都通知到了。	我通知了每个人。	1.0
阳春四月，平原地区的桃花早就凋谢了，可是这里却仍然是一片绯红，桃花含苞欲放，艳丽多姿。	袋鼠法庭一词起源于19世纪美国，当时一些法官在偏远地区巡回办案，其收入来自办案数量甚至被告的罚金，因此将这种到处奔跑办案而不重视公正的法庭称为袋鼠法庭。	0.0
帽子呢？	他就读于伦敦经济学院(London School of Economics)，他是阿方索·洛佩斯·米切尔森总统的父亲。	0.0
杯子里面的水。	过敏性鼻炎基本上是受到环境过敏原的诱发，例如花粉、动物毛发、灰尘或霉菌，遗传基因还有环境暴露都是造成过敏的原因。	0.0
中文系一年级有多少男生呢？	本站不办理客运列车。	0.0
这碗汤喝了我一头汗。	每个岛都有一个小型的港口或码头让小型货船和小艇定期上落货。	0.0
他好像只通知了小王一个人。	米肖生于比利时那慕尔一个天主教律师家庭。	0.0
因为一点小矛盾，彼此就不再来往了。	因为通过两个档案数据中心协调，这成为从该档案馆下载数据的最快方法。	0.0
我不能不去北京。	，7月30日，韩国中央地方法院第50民事部，对他提出停止与CNR Media公司签订的专属合约效力的申请，判决胜诉。	0.0
不到黄河心不死。	在日本国内，马自达Proceed Levante即是以第一代Escudo稍事修改而成。	0.0
这让他没了面子，而且还给他带来了不小的经济损失。	写道：这部电影的中心思想与动感的穆格和弗洛里安·弗里克的与美乐特朗相关的风琴所奏出的奇特音响极为相称，而且说实话：你很难不发现这中音乐所具有的令人敬畏、无法抵抗同时又令人不安的美感。	0.0
人人我都通知到了。	纳尔逊与汉弥尔顿夫妇所到之处，皆成为当地舆论焦点。	0.0
他修好了电脑。	目前的学术期刊广泛采用同行评审的方式来履行学术质量把关。	0.0
把犯人跑了。	提供了行为与表达的清晰分离。	0.0
他拿了王教授一本书。	他拿了王教授的一本书。	1.0
我看电影看了八十块钱。	但后来，皇帝身体略有好转。	0.0
姐姐比我多吃了不少苦。	雷鸣道可以指：	0.0
桅杆被狂风吹断了。	龙地洞仙术。	0.0
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当月儿在云中穿行，风儿拂面而来，船儿在湖中荡漾。	1.0
他什么都没个够！	另一方面，有乐评人指野花曲高和寡，在市场上未能广被接受，事实上，这张唱片在销量上比梦了、疯了、倦了稍逊，不过在评价上备受肯定。	0.0
有你的钱花。	微软模拟飞行 98（版本号：6。	0.0
噢，我来这儿搞个采访。	县内主要通行客家话(也称新民话)、粤话地佬话。	0.0
他染黄了头发。	一项工作：法务部调查局为有效打击犯罪，设立鉴识科学、资通安全等专业单位，以提升维护国家全及侦办重大犯罪之能力。	0.0
每次出差回来都给她带礼物，要不然就一定给你脸子看。	每次出差回来都给她带礼物，否则就一定给你脸子看。	1.0
到时候我们不得学个文件什么的。	在1970年代之前使用广泛，之后被电子计算器所取代，成为过时技术。	0.0
我写好信的时候她已经睡着了。	七姊妹的故事。	0.0
老杨这样的大厨红烧鱼算得了什么。	流行音乐类则共有104件作品入围，角逐22个奖项。	0.0
做饭没有什么奥秘。	外交官出身的麦理浩虽然缺少殖民地的行政管理经验，但没有殖民地包袱的他，反而被普遍认为是历史上最杰出和最受市民爱戴的港督之一，舆论更以麦理浩时代（MacLehose Years）形容他在任港督的日子。	0.0
教练细心观察、认真分析比赛现场发生的每一个细节。	在消费社会中，更被强调的是个人主义，也就是个人作为一个具有自主性的能动者，依工具理性达成自己的目标，例如消费行为代表个人表达的欲望。	0.0
闹得个满城风雨。	同年10月，总前委特务连扩编为特务队。	0.0
我请他来。	他被我请来。	1.0
我不能不去北京。	当他发觉葡萄牙人非法奴役他人，拐卖人口时，他于1526年致信若昂三世，要求他终止这一暴行。	0.0
他染黄了头发。	有限表现无挠(torsion-free)的无限单群被伯格-莫泽什(Burger-Mozes)构建。	0.0
干脆，我来个抽羊角风！	反对党民进党也扬言退出李登辉总统召开的国是会议。	0.0
买来的面包将够数。	总而言之，威尔逊第一次当选首相的原因，与他朴实的形象有关，因为当时的群众正需要一位带现代气色的领袖，以了结托利党在过去13年的施政失误。	0.0
你们明天去春游，是不是？	竞投者需达到某些特定的要求。	0.0
雷锋精神不但没有过时，而且永远不会过时。	雷锋精神不但没有过时，永远也不会过时。	1.0
园子周围是一人高的木栅栏。	古代研究和摩门探究基金会（简称：FARMS）于1979年成立为一个非营利事业组织。	0.0
这箱子轻不了。	一般情况下行政由各厅的厅长，和总理或称州长（首席厅长）负责。	0.0
有你的钱花。	少不了你的钱花。	1.0
我们老担心孩子身体。	桑皮特镇一名官员说：我们没有看到军警解除达雅克人的武装，仍然有许多达雅克人手持长矛和利器在街上巡逻。	0.0
别人都走了，你怎么还不走？	崇光上皇在贺名生被关押了两年之后，又在河内金刚寺关押了三年。	0.0
既然情况都了解清楚了，为什么却还要死抓住人家这些小问题不放呢？	既然情况都了解清楚了，为何还要死抓住人家这些小问题不放呢？	1.0
这种鸡，既可以像饲养普通鸡那样进行笼养，也可以放养。	虽然她支持丈夫追求自己的事业，但她也担心他会像1960年输给肯尼迪那样输掉这场选举。	0.0
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	在市场的强烈要求下，比莉开始筹备自己的首场演唱会，但成名之下的她并不感觉快乐，和戴斯之间的关系成为了她难解的心结。	0.0
好不热闹。	到后期由于继续集中的细胞分裂，慢慢形成细胞状的胚乳（椰子果肉），所以椰子放越久剩余的椰汁就越少。	0.0
王军他如何也在这里？	不管如何，我希望多留欧洲几年，之后再考虑回归巴西的可能。	0.0
留下了一点后遗症。	可惜他们最终以第五名完成，虽然他们无法和财政条件优越的球会竞争，但这支班费预算第二少的球会已经令人留下深刻印象。	0.0
书上写着名字。	虽然阪神大地震使得北野的不少异人馆严重毁坏，然而受损的建筑之后大多按照原样忠实重建。	0.0
她吃坏了肚子。	然而由于国军势强，井冈山最终失守，彭德怀率部突围，途中损失惨重，仅存283人。	0.0
差点儿没考上。	险些考上。	0.0
我看见了你的钢笔。	假面骑士电王则以时间旅行为主题，并开创了同一骑士存在复数意识的设定(由变身者和附身的意魔神的意识共同控制)，各型态变身者虽为同一人但每个型态各自由不同意识掌控。	0.0
师傅把车修好了。	车被师傅修好了。	1.0
他北京话说的很好？	如渤海被封为忽汗州大都督、疏勒被封为疏勒都督等等。	0.0
差点儿摔倒。	大叶堇菜（学名：）为堇菜科堇菜属的植物。	0.0
我用这把刀切肉。	这把刀被我拿来切肉。	1.0
办一件放心一件。	九月廿八至十月八日合共九日内，官涌之战六役，林则徐役役皆胜，将英军驱逐尖沙咀。	0.0
你不会在里头给他来个扫堂腿？	福耀集团双辽有限公司投资10亿多元先后建设了600吨级优质浮法玻璃生产线、在线镀膜生产线、28万吨精选砂生产线，并对双辽原400吨级浮法玻璃生产线进行线上改造。	0.0
儿媳妇炒出来的菜香喷喷的。	此社论及后来的数篇文章，对清除精神污染运动提出批评。	0.0
度假我们去海南，还是去马尔代夫？	而后由现代妇女基金会、妇女救援基金会等妇女团体推动。	0.0
缺不了你的钱花。	这一爆破会使气体、淀粉和蛋白质快速冷却，淀粉和蛋白质形成的泡沫就会固定下来形成了很脆的爆米花。	0.0
因获奖而成名。	因此劳伦斯·赖博（Lawrence Lambe）在1915年建立开角龙亚科（Chasmosaurinae）以取代角龙科。	0.0
这儿的网速比家里快。	御景妖被另外一位天女的后裔梧纳凉，凉的义弟兼小叔梧雄飞以及一个叫十夜的神秘人物所救，随后住在了梧纳凉的家里。	0.0
他抢了我一张邮票。	其后，参与指挥东路军各部粉碎日军的九路围攻，消灭日军4000余人，收复县城18座。	0.0
巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活。	巴巴的写了他的小名儿，各处贴着让万人去叫，为的是好养活。	1.0
老范的心里乱极了。	二二八事件中，滥捕滥杀，柯远芬扮演重要角色。	0.0
它的宽大的叶子也是片片向上，几乎没有斜生的，更不用说倒垂了。	在几乎所有法域中，都规定了若干陪审员义务豁免的事由，如果被选入候补陪审员团的个人有相应事由，就可以拒绝接受陪审员的任命。	0.0
运动员小张摔了三次，还是没把对方摔倒。	意谓不会因为女儿而依附司马颖，换来五人被司马乂诛杀。	0.0
少不了你的福享。	吐蕃王朝时期的西藏一直处于本土的苯教与新传入的佛教两股势力的争斗之中。	0.0
信我没写好。	这导致了人工器官原有性质的变化，这些变化很可能会使人工器官失效。	0.0
不去北京的人过来登记。	在第二站NHK杯的比赛中取得的蝉联冠军是日本男单自五十岚文男以来时隔26年的NHK杯连冠，并以两站积分排名第一获得连续第三年进入大奖赛总决赛的资格。	0.0
儿子不叫我参加家长会，我只好不去。	父亲张我军是台湾新文学健将、哥哥张光正于青少年时就到苏区参加革命，是中国共产党党员。	0.0
他用钳子把车修好了。	魏晋南北朝时，各朝亦多设大司农，以掌管财政事宜，地位重要，北魏时另设了太仓尚书分大司农之权，其后大司农只掌理管布帛和赋税的单位。	0.0
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	第一次世界大战参战国列表	0.0
你难道不是老师？	山脉多为南北走向，且地势高，来自太平洋的湿润空气仅能到达西部沿海地区，而南下的北冰洋冷空气，每年从太平洋带来了大规模的低气压，这些低气压在通过内华达山脉、落基山脉、和喀斯喀特山脉时夹带了大量水分，当这些气压到达中部大平原时便能进行重组，导致主要的气团相遇而带来激烈的大雷雨。	0.0
没个完。	为避免双方接触继续冲突，从维护抗战大局出发，1940年10月19日，何应钦、白崇禧以国民政府军事委员会名义，强令新四军、八路军必须在一个月内全部撤到旧黄河河道以北之冀察两省和晋东北及冀鲁交界地区；	0.0
老兄！	杨茂搜对来投奔者予以接纳，想离去者则给予金费保护离开。	0.0
这个问题的答案比较明显。	由于浊水溪改道的问题，鹿场课圳的取水口也履次变动，简易拦水坝常被冲毁，1995年(民国84年)完全断水，改伴入南岸联络渠道，设引西圳专用水道。	0.0
累得她气都喘不上来。	他也由于支持一位少数派候选人反对教皇亚历山大三世而卷入了与罗马教廷的冲突。	0.0
眼睛看坏了。	万历七年，神宗因和太监张鲸出游行为轻浮不检，太监冯保告知李太后。	0.0
路上有许多人在赶路。	校方指出该女生有忧郁症病史，随即引起网路上严重的不平声浪，引发一连串关于诈骗、学生租屋纠纷、忧郁症、大学生的法律常识、社会不公及司法的讨论。	0.0
新同学都办完了入学手续。	来自ニャースnyāsu（田尻智饲养的猫的名字）。	0.0
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	此后乐仪队改成任务编组，没有法律明白规定组织。	0.0
小红哭湿了枕头。	这似乎是因为这样做可以减小中子速度。	0.0
这瓶酒喝了我半个月的工资。	由于体制问题，执行存在困难，中国大陆民告官的成功率较低。	0.0
昨天监狱里跑了一个犯人。	"这些包括ELF、ELA和采取类似手段的环境突击队员（""Environmental Rangers""）所用的这又一个名字。"	0.0
渔民的光景，一年更比一年强。	在此之前的一年由于暴行不断情势特别紧张。	0.0
我喝酒喝了半个月的工资。	在亚历山大人生的最后一段时光，亚历山大陷入了严重的神秘主义倾向，除了近身侍从女官索尼娅外，没有人能够接触他。	0.0
每个符号对应一种意义，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	每个符号对应一种意义，也就是说，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	1.0
您是上海人吧？	你应该是上海人吧？	0.8
我和老李一起完成了任务。	对当时刚完成的新作西城男孩显然十分满意。	0.0
我们就去帮他的忙。	方兴东表示，博客是下一代网络发展的主要方向；	0.0
哪儿他都去过。	意识流和心理描写。	0.0
广东哪里最好玩啊？	色雷斯龙的化石在欧洲发现，并由Bernhard Peyer在1931年所命名。	0.0
你扮演我们的交通员，让敌人抓住了。	新乡境内地形以平原为主，北部也有山区。	0.0
小王被绊了一下，差点儿摔倒了。	秦秀，字玄良，新兴云中人。	0.0
他高兴坏了。	总之，蒋在中国学校里接受之现代知识，是微乎其微；	0.0
你们什么时候结的婚？	你们什么时候结婚了？	1.0
屋子前面有一口井。	举凡当代文化人类学所重视的深入当地社会、学习当地语言等田野工作的基础功夫，在这套书中已经隐然可见，而且这些观念的实践在出版时间上早于任何这方面的西方经典之作。	0.0
小吃摊儿旁边围着很多人。	终身学习，继续教育，在职进修，缓解过度拥挤的校园，已经是上世纪七十年代初的重要课题。	0.0
本来他是不愿意告诉我们的。	自1966年至1971年6月间共计联展五次，包括：自家本来面目—第一届画外画会展于前台湾省立博物馆（1967年3月29日开展）、佛法无边—第二届画外画会展于台北耕莘文教院（1968年8月）、没有个性的时代—第三届画外画会展于台北耕莘文教院（1969年10月10日开展）、现代清明上河图—第四届画外画会展于台北国军文艺中心（1970年12月17日开展）等。	0.0
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	为了对抗外星人，世界联合军召集了全世界的精英科学家开发出了超高空战斗爆撃机・雷电，由于雷电的超高性能以及超高的机动力使得一般的驾驶员无法操纵雷电，于是这个世界上仅存的2名超王牌驾驶员赌上了全人类的未来，驾驶著雷电出击了。	0.0
这是我看书的桌子。	今日他的作品已被许多博物馆收藏，如纽约现代艺术博物馆和洛杉矶当代艺术博物馆等。	0.0
不光大家伙都省事，你自己也可以少跑两趟嘛。	不仅大家伙都省事，你自己也可以少跑两趟嘛。	1.0
看的书都放在桌子上。	曼尼普尔语，又称梅泰语（Meitei-lon/মেইতেই লোন্；	0.0
忘锁门了，我！	与电子简并压力相关的解释是海森堡测不准原理，它的状态是：	0.0
我哪里会说法语呀！	金久慈，，台裔美籍女子网球运动员，出生于加利福尼亚州蒙特利公园市。	0.0
她唱歌不太好听。	实际上，北方局机关由太行山麻田迁至了河南清丰县。	0.0
不应该只看到个别动作像不像，而是要看舞蹈中表现的情感可能不可能存在。	国际出版人协会不接受个别出版公司的会员申请。	0.0
不到黄河心不死。	伯明翰城。	0.0
他说破了嘴。	此一征战令林邑元气大伤，家国荒殄，时人靡存。	0.0
小明向妈妈笑了笑。	镰仓时代中期神官卜部兼方（又名卜部怀贤）最早为日本书纪作注，在其著作释日本纪中最早言及神代文字：于和字者、其起可在神代欤。	0.0
墙头上长出了一丛杂草。	它们一方面负有对官府承保、缴纳外洋船货税饷，以及传达官府政令、代递外商公文和管理洋船人员等义务；	0.0
我才不干呢。	其中一个例子是所谓的理想气体方程式：	0.0
差点儿答错。	险些答错。	1.0
小王没看完书。	通常，不定义 ∞ − ∞，0 × ±∞ 和 ±∞ / ±∞。	0.0
我之所以会吃惊，是因为没想到会在这种地方遇见他。	没想到会在这种地方遇见他，所以我很吃惊。	1.0
差点儿没见着。	北京丁香（学名：）为木犀科丁香属的植物。	0.0
干脆，我来个抽羊角风！	而入声变调时，会在原末一字末尾加上一个e音节。	0.0
她唱歌不太好听。	为了应付区内的交通流量，大温哥华区域局于1975年发表的宜居地区1976/1986报告中提出取道已停驶的中央公园市际电车线走线兴建轻铁系统，连接温哥华市中心和温市东区、本拿比南区和二埠，并于二埠东部分成两条支线，分别前往高贵林和素里。	0.0
他尽管身体不好，可是仍然坚持工作。	尽管他身体不好，可是仍然坚持工作。	1.0
他的主意没个更改。	在图的右边，经转动中轴臂返回的电流，通过右边沿到达底部的电刷。	0.0
他们家死了一盆花。	他们母子最受皇太极宠爱。	0.0
我请他明天来。	我叫他明天来。	1.0
这个没良心的。	同年，勒梅特发表了爱因斯坦场方程的一个严格解，这个解后来被称为弗里德曼-勒梅特-罗伯逊-沃尔克度规，并由此指出宇宙是膨胀的，最初起源于一个原始原子的爆炸。	0.0
石头上刻着诗歌。	除了短小的绝句外，诗歌都分为若干节（解），律诗一律分为两节，每节4行，长诗分节则多少不一，如〈北征〉分为35节；	0.0
这双鞋塑料底儿。	准引仲舒为证，逊令宾独奏，其辞颇厉，且互斥其短。	0.0
她去市场买菜回来做饭吃。	她去市场买菜，然后回来做饭吃。	1.0
当官不为民做主，不如回家卖红薯。	比同期对手，如青山黛玛的首张专辑DIARY为多。	0.0
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	行车路线。	0.0
老爷爷拄着拐棍过马路。	老爷爷过马路要拄着拐棍。	1.0
他的瘤子还不太大。	他的瘤子还不是很大。	1.0
他说起话来没个完。	中国共产党新闻网文章称：这个批评，实际上是后来多次严厉批评反冒进和酝酿发动大跃进的开端。	0.0
我写好了信。	生于江西南丰一个官宦人家，十二岁作六论一篇，为当时所推祟。	0.0
有钱没处花。	除此之外，亦增设了电灯电扇、车库、现代化污水系统与热水系统等设施。	0.0
冬天过去了，春天就会来到。	还有一些辅助信息，如当前存在标识位(present bit)，脏数据标识位或已修改的标识位，地址空间或进程ID信息。	0.0
通货膨胀是一种货币现象，过量的货币追逐有限的商品。	各模组之间的符号仍是可以通用的，并没有限制。	0.0
这个学生我教过他数学。	以色列方面发现了这个问题并于1991年2月11日知会了美国陆军及爱国者计划办公室（软体制造商）。	0.0
没关系，多双筷子罢了。	较晚的（如显生元）则可能为真核绿藻的早期型态。	0.0
因爱而恨。	迟金声，京剧演员，工生行，师承马连良，以中国国家1级导演的正高级职称从北京京剧院离休。	0.0
她没叠好被子。	以下由下游至源头列出水系主要河川，其中粗体字为主流河道。	0.0
三班的跟我走！	早年屡试不中，遂以教书为业。	0.0
轮到你请客了。	华南文艺学院进驻之后，地盘马上扩大，并把僧侣们全部遣散。	0.0
海上升起一轮明月。	奥布赖恩县（O'Brien County， Iowa）是美国爱阿华州西北部的一个县。	0.0
我看见了你的钢笔。	姚珏开始广为香港人熟知，在于她与前港澳办主任鲁平的儿子鲁恭的高调婚姻。	0.0
护士态度很温和。	征状包括有面红、反胃、呕吐及心跳紊乱，于食用后20分钟至2小时会出现。	0.0
我始终坚持认为，雷锋精神不但没有过时，而且永远不会过时。	"由于抽调不出适用的飞机，舰队没有空中掩护，仅有八架罗尔（""Loire""）-130水上飞机执行侦察任务。"	0.0
在下次董事会上，一定得拿出个让大家都满意的新方案出来。	此外某些游戏会要求一定的得分，若无法达成则会结束游戏。	0.0
他做错了事，难免被人背后说闲话。	他做错了事，难免不被人背后说闲。	1.0
还欠三万块钱没有还。	还剩三万块钱没有还。	1.0
那么多困难他都一个人克服了。	杰伊曾在一个访问中指名模吉赛儿·邦臣（Gisele Bündchen）最需要他的指导。	0.0
他吃烤鸭吃胖了。	阎、蒋双方电报往复，持续将近一月，时称电报战。	0.0
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	三三五六……和我去上学校等。	0.0
那是力争上游的一种树，笔直的干，笔直的枝。	它的干和枝都是笔直的，是力争上游的一种树。	1.0
这位同学我没有跟他说过话。	头两侧有两个声囊，可以产生共鸣，放大叫声。	0.0
姊妹们和气，也有个分寸礼节，也没个黑家白日闹的。	热带风暴浪卡在2009年6月25日下午已进入距离香港800公里范围，并向西北偏北迅速移动，时速超过每小时20公里，移动路径几乎直指香港。	0.0
可把我给吓坏了！	瓦勒良在罗马帝国的三世纪危机中，经由内战胜利而成为皇帝。	0.0
唯有加深了解，才能相互信任与合作。	在传奇的闪电锋线——Epi，Amadeo，Mundo，Asensi 及 Gorostiza 的率领下，球会夺得了3次联赛冠军，2次杯赛冠军，这十年的成功也促进了马斯泰拿的元气渐渐地恢复过来。	0.0
老兄！	朋友！	1.0
他毕竟是一个孩子。	他最终还是一个孩子。	1.0
这道题好不容易呀，做了半天还没有做出来。	阔叶相思树、老虎刺	0.0
新的已经卖完了。	新的都被卖完了。	1.0
小吃摊儿旁边围着很多人。	大学的很多毕业生已经成为了法律领域，经济，商业和政治领域的翘楚。	0.0
他可能明天才会来。	言实验者，求专质而气则离矣，故常失其本，则二者又各有所偏矣。	0.0
他应该昨天就到了。	在座位的背部，会有一块黄铜片，写上了该名受勋人士的姓名、盾徽的样式和受勋的日期。	0.0
这个问题讨论了我们半天。	大体上是这样：我们‘鲁艺’这一派的人主张歌颂光明，虽然不能和工农兵结合，和他们打成一片，但还是主张歌颂光明。	0.0
你吃了饭我还没有找你收钱哪。	北京大学哲学系哲学专业本科毕业，湖南大学工业外贸专业在职研究生工学硕士学位，中山大学企业管理专业在职研究生管理学博士学位。	0.0
我一定要嫁给他，哪怕他是个穷光蛋。	即便他是个穷光蛋，我也一定要嫁给他。	1.0
老兄！	在1930年时在德绍的容克厂，Ernst Zindel与他的设计小组就开始针对Ju 52进行结构强化，此机型选用当时稀有的波纹状杜拉铝做为金属蒙皮。	0.0
你难道不是老师？	以池内信人为首的国际通商派决定应美方要求，扩大美国纺织品进口数量，对国内纤织业造成重大打击，导致第一次纤维行业萧条，惹来国内纤维行业的中小型企业商的强烈不满，触发大规模反政府示威。	0.0
这本书不是我的。	在富士恒C-41RA快速存取彩色负片制造工艺的配方中，咪康唑是最后洗净步骤的添加剂之一。	0.0
钢笔写坏了。	他最后的作品是一个在医院未完成的手稿，后来以书名发布，表现了他生命最后时光的兴趣方向。	0.0
你走你的阳关道，我走我的独木桥。	沃克家庭成员。	0.0
你走你的阳关道，我走我的独木桥。	米迪亚暴龙的前身为诚泰COBRAS，而诚泰COBRAS的前身为从台湾大联盟中台中金刚和嘉南勇士合并后的诚泰太阳。	0.0
约翰给玛丽拿了一本书。	例如，在英国，诊断为爱滋病的人数从2000年到2001年上升了26%。	0.0
小王没有汽车。	美国太空总署也发表宣言说，目前没有什么依据能够预测那样强大的太阳风暴将会发生在2012年，也就是不存在2012年的超级太阳风暴预测，无法知道下一次太阳活动最大值是否发生在2012年。	0.0
你为什么不答应他？	垮塌原因。	0.0
我问你一件事。	杨锦聪将音乐中国出版社改名为风潮唱片，专攻销量稳定的中国梵乐（佛教音乐），在不到一年的时间内推出六张专辑，张张大受欢迎。	0.0
你不以我们的祖国有着这样的英雄而自豪吗？	另外，不以此种艺术活动作为本职职业棒球选手或是相扑力士等名人推出唱片之时，乃是有某种程度的歌唱实力，情感歌谣的曲调时有变化。	0.0
老王也许现在已经知道这件事了。	虽然在最早的版本中有一个提及全画面颜色数的项目，但后来这个设定已经无关紧要。	0.0
差点儿答不上来。	以下为F6F-5基本资料：	0.0
我一定要嫁给他，哪怕他是个穷光蛋。	我一定要嫁给他，不管他是不是穷光蛋。	1.0
有你的福享。	腓尼基（腓尼基语：；；；；	0.0
他喝酒喝多了。	而有的结晶呈颗粒状如荔枝蜜。	0.0
长痱子的小孩儿。	早期精算。	0.0
当然是选择原谅她啊。	钱锺书虽意同司马光据野史小说撰通鉴，又说夫稗史小说，野语街谈，即未可凭以考信人事，亦每足据以觇人情而征人心，又光未申之义也。	0.0
这问题让人说滥了。	但由于年龄和伤病等问题，以及孙雯认为年轻球员能挑起大梁了，在2006年8月，孙雯第二次宣布退役。	0.0
没有喝完的半杯水。	社会民主连线目前并没有区议员。	0.0
我们无论评价什么样的历史人物，都必须全面的看待，不但要看到他们的历史功绩和贡献，而且要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	虽然他们于2004年海洋音乐祭的海洋大奖赛决赛中，没有抱回最终的大奖（当年得主：苏打绿），但是他们并不气馁，不但自己举办了围城音乐祭，更发行了小单曲修补月亮的男人以及夜间飞行，都以极快的速度销售一空，展现出他们的人气。	0.0
还有没有商量的余地啊？	不过巴纳是在看了梅尔·吉勃逊的冲锋飞车队后，立志当上演员，然而，他并没有认真考虑是否将演艺工作视为一辈子的职业，一直到1991年，他在墨尔本城堡饭店当酒保时，被说服试著演出栋笃笑，主要是因为当时在Pub当中表演的收入不够支援家计，所以才改而担任酒保，负责清洁桌子的工作。	0.0
他们这些捏笔杆子的也会种庄稼。	"在这种情况下，这些专利通常按照一种""合理和非歧视""（RAND）授权协议使用（至少是作为标准委员会的一种策略）。"	0.0
她唱歌不太难听。	她唱歌难听。	0.0
主席团没在台上坐着。	成立于1813年1月7日。	0.0
丽丽哭红了眼睛。	哭红眼睛的是丽丽。	1.0
资金感到充足。	资金来源及支出。	0.0
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	在第三集因为未婚怀孕，而与沉默之鹰私奔，但格里西亚为了报复他们（粉红、沉默之鹰），便给了她假的秘方，说皮肤可以跟婴儿一样嫩，结果变成黑皮肤(但第八集白回来)。	0.0
新来的队友告诉我他也是从新疆建设兵团出来的。	在明清时期即已形成，中段有明代建造的金马碧鸡坊，与昆明南北中轴线三市街的南端丁字形交汇，是昆明南门外商业区的繁华街道之一。	0.0
我不能不去北京。	我可以不去北京。	0.0
园子周围是一人高的木栅栏。	五月初九，侬率主力东征，一路势如破竹，一人持牌以蔽身，二人持枪以杀人，众进如堵，弓矢莫能加，连下横（今广西横县）、贵（今广西贵港市）、浔（今广西桂平县）、藤（今广西藤县）、梧（今广西梧州市）等十二州，1052年6月21日（五月廿六）进围广州。	0.0
各位回去好好想一想，咱们尽快有个结果。	学长还常迫学弟做1些事情：比赛手淫、互相站直角、给学长整理内务等（小说有写到给学长整理内务，作者当年还被迫互相站直角和比赛手淫，先打出来可以被放回去，输的要给学长整理内务）。	0.0
那幢楼高不了。	那么可以定义筛函数：	0.0
方法始终在变。	大妄语成，堕无间狱。	0.0
本来他是不愿意告诉我们的。	消失的词汇：恰好=木契 茄子=落苏 虚伪=楼头 邂逅=豆凑	0.0
吃一点是一点。	吃一口算一口。	1.0
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	在毕业之后，与妻子经媒人介绍而认识。	0.0
他现在比以前好多了。	梅调鼎长年在上海、宁波二地做账房先生，家中清贫。	0.0
她唱歌不太难听。	她唱歌不是很难听。	1.0
好不容易。	生于马来西亚马六甲，新加坡著名男演员，现是新传媒私人有限公司部头合约男艺人，在新加坡演艺圈属重量级演员，近年开始在台湾发展。	0.0
我能把这块大石头举起来。	当时，海运成为中国南北交通的主要方式，烟台也迅速繁荣起来。	0.0
年轻人不喜欢读书。	这使慕容熙忽视了和他通奸并帮助他继承大位的丁太后（慕容盛的母亲）。	0.0
许多人宁愿花几百块钱去吃一顿饭，也不愿意花十几块钱买一本书。	许多人相比花十几块钱买一本书来说，更愿意花几百块钱去吃一顿饭。	1.0
